"","species","censusyear","N_present"
"1602","Talisia croatii",1985,7
"1603","Talisia croatii",1990,7
"1604","Talisia croatii",1995,6
"1605","Talisia croatii",2000,5
"1606","Talisia croatii",2005,5
"1607","Talisia croatii",2010,5
"1608","Talisia croatii",2015,6
"1609","Talisia nervosa",1982,128
"1610","Talisia nervosa",1985,145
"1611","Talisia nervosa",1990,154
"1612","Talisia nervosa",1995,160
"1613","Talisia nervosa",2000,167
"1614","Talisia nervosa",2005,166
"1615","Talisia nervosa",2010,169
"1616","Talisia nervosa",2015,171
"1617","Terminalia amazonia",1982,0
"1618","Terminalia amazonia",1985,0
"1619","Terminalia amazonia",1990,0
"1620","Terminalia amazonia",1995,0
"1621","Terminalia amazonia",2000,0
"1622","Terminalia amazonia",2005,1
"1623","Terminalia amazonia",2010,1
"1624","Terminalia amazonia",2015,1
"1625","Terminalia oblonga",1982,6
"1626","Terminalia oblonga",1985,7
"1627","Terminalia oblonga",1990,6
"1628","Terminalia oblonga",1995,6
"1629","Terminalia oblonga",2000,6
"1630","Terminalia oblonga",2005,7
"1631","Terminalia oblonga",2010,7
"1632","Terminalia oblonga",2015,7
"1633","Tetragastris panamensis",1982,18
"1634","Tetragastris panamensis",1985,19
"1635","Tetragastris panamensis",1990,20
"1636","Tetragastris panamensis",1995,20
"1637","Tetragastris panamensis",2000,21
"1638","Tetragastris panamensis",2005,19
"1639","Tetragastris panamensis",2010,21
"1640","Tetragastris panamensis",2015,19
"1641","Tetrathylacium johansenii",1982,1
"1642","Tetrathylacium johansenii",1985,1
"1643","Tetrathylacium johansenii",1990,1
"1644","Tetrathylacium johansenii",1995,1
"1645","Tetrathylacium johansenii",2000,1
"1646","Tetrathylacium johansenii",2005,0
"1647","Tetrathylacium johansenii",2010,0
"1648","Tetrathylacium johansenii",2015,0
"1649","Theobroma cacao",1982,3
"1650","Theobroma cacao",1985,5
"1651","Theobroma cacao",1990,4
"1652","Theobroma cacao",1995,4
"1653","Theobroma cacao",2000,5
"1654","Theobroma cacao",2005,5
"1655","Theobroma cacao",2010,5
"1656","Theobroma cacao",2015,4
"1657","Thevetia ahouai",1982,7
"1658","Thevetia ahouai",1985,10
"1659","Thevetia ahouai",1990,9
"1660","Thevetia ahouai",1995,8
"1661","Thevetia ahouai",2000,5
"1662","Thevetia ahouai",2005,6
"1663","Thevetia ahouai",2010,6
"1664","Thevetia ahouai",2015,6
"1665","Tocoyena pittieri",1982,0
"1666","Tocoyena pittieri",1985,1
"1667","Tocoyena pittieri",1990,1
"1668","Tocoyena pittieri",1995,1
"1669","Tocoyena pittieri",2000,1
"1670","Tocoyena pittieri",2005,1
"1671","Tocoyena pittieri",2010,1
"1672","Tocoyena pittieri",2015,1
"1673","Trattinnickia aspera",1982,2
"1674","Trattinnickia aspera",1985,2
"1675","Trattinnickia aspera",1990,3
"1676","Trattinnickia aspera",1995,1
"1677","Trattinnickia aspera",2000,1
"1678","Trattinnickia aspera",2005,1
"1679","Trattinnickia aspera",2010,1
"1680","Trattinnickia aspera",2015,1
"1681","Trema micrantha",1982,0
"1682","Trema micrantha",1985,0
"1683","Trema micrantha",1990,0
"1684","Trema micrantha",1995,0
"1685","Trema micrantha",2000,1
"1686","Trema micrantha",2005,3
"1687","Trema micrantha",2010,3
"1688","Trema micrantha",2015,1
"1689","Trichilia pallida",1982,19
"1690","Trichilia pallida",1985,18
"1691","Trichilia pallida",1990,21
"1692","Trichilia pallida",1995,25
"1693","Trichilia pallida",2000,27
"1694","Trichilia pallida",2005,29
"1695","Trichilia pallida",2010,31
"1696","Trichilia pallida",2015,35
"1697","Trichilia tuberculata",1982,86
"1698","Trichilia tuberculata",1985,89
"1699","Trichilia tuberculata",1990,92
"1700","Trichilia tuberculata",1995,96
"1701","Trichilia tuberculata",2000,97
"1702","Trichilia tuberculata",2005,100
"1703","Trichilia tuberculata",2010,95
"1704","Trichilia tuberculata",2015,90
"1705","Trichospermum galeottii",1982,0
"1706","Trichospermum galeottii",1985,0
"1707","Trichospermum galeottii",1990,0
"1708","Trichospermum galeottii",1995,0
"1709","Trichospermum galeottii",2000,0
"1710","Trichospermum galeottii",2005,0
"1711","Trichospermum galeottii",2010,0
"1712","Trichospermum galeottii",2015,1
"1713","Triplaris cumingiana",1982,18
"1714","Triplaris cumingiana",1985,19
"1715","Triplaris cumingiana",1990,19
"1716","Triplaris cumingiana",1995,20
"1717","Triplaris cumingiana",2000,19
"1718","Triplaris cumingiana",2005,21
"1719","Triplaris cumingiana",2010,20
"1720","Triplaris cumingiana",2015,19
"1721","Trophis caucana",1982,91
"1722","Trophis caucana",1985,102
"1723","Trophis caucana",1990,104
"1724","Trophis caucana",1995,87
"1725","Trophis caucana",2000,81
"1726","Trophis caucana",2005,71
"1727","Trophis caucana",2010,60
"1728","Trophis caucana",2015,46
"1729","Trophis racemosa",1982,20
"1730","Trophis racemosa",1985,16
"1731","Trophis racemosa",1990,9
"1732","Trophis racemosa",1995,8
"1733","Trophis racemosa",2000,8
"1734","Trophis racemosa",2005,7
"1735","Trophis racemosa",2010,5
"1736","Trophis racemosa",2015,4
"1737","Turpinia occidentalis",1982,4
"1738","Turpinia occidentalis",1985,3
"1739","Turpinia occidentalis",1990,3
"1740","Turpinia occidentalis",1995,3
"1741","Turpinia occidentalis",2000,2
"1742","Turpinia occidentalis",2005,1
"1743","Turpinia occidentalis",2010,1
"1744","Turpinia occidentalis",2015,1
"1745","Unonopsis pittieri",1982,31
"1746","Unonopsis pittieri",1985,33
"1747","Unonopsis pittieri",1990,30
"1748","Unonopsis pittieri",1995,33
"1749","Unonopsis pittieri",2000,35
"1750","Unonopsis pittieri",2005,31
"1751","Unonopsis pittieri",2010,30
"1752","Unonopsis pittieri",2015,30
"1753","Virola multiflora",1982,2
"1754","Virola multiflora",1985,2
"1755","Virola multiflora",1990,2
"1756","Virola multiflora",1995,2
"1757","Virola multiflora",2000,2
"1758","Virola multiflora",2005,2
"1759","Virola multiflora",2010,2
"1760","Virola multiflora",2015,3
"1761","Virola sebifera",1982,54
"1762","Virola sebifera",1985,51
"1763","Virola sebifera",1990,59
"1764","Virola sebifera",1995,55
"1765","Virola sebifera",2000,54
"1766","Virola sebifera",2005,53
"1767","Virola sebifera",2010,53
"1768","Virola sebifera",2015,46
"1769","Virola surinamensis",1982,29
"1770","Virola surinamensis",1985,25
"1771","Virola surinamensis",1990,26
"1772","Virola surinamensis",1995,29
"1773","Virola surinamensis",2000,29
"1774","Virola surinamensis",2005,32
"1775","Virola surinamensis",2010,32
"1776","Virola surinamensis",2015,32
"1777","Vismia baccifera",1982,7
"1778","Vismia baccifera",1985,7
"1779","Vismia baccifera",1990,7
"1780","Vismia baccifera",1995,4
"1781","Vismia baccifera",2000,4
"1782","Vismia baccifera",2005,4
"1783","Vismia baccifera",2010,5
"1784","Vismia baccifera",2015,6
"1785","Xylopia macrantha",1982,3
"1786","Xylopia macrantha",1985,6
"1787","Xylopia macrantha",1990,9
"1788","Xylopia macrantha",1995,12
"1789","Xylopia macrantha",2000,13
"1790","Xylopia macrantha",2005,13
"1791","Xylopia macrantha",2010,15
"1792","Xylopia macrantha",2015,18
"1793","Xylosma oligandra",1982,7
"1794","Xylosma oligandra",1985,7
"1795","Xylosma oligandra",1990,7
"1796","Xylosma oligandra",1995,7
"1797","Xylosma oligandra",2000,5
"1798","Xylosma oligandra",2005,3
"1799","Xylosma oligandra",2010,2
"1800","Xylosma oligandra",2015,2
"1801","Zanthoxylum acuminatum",1982,2
"1802","Zanthoxylum acuminatum",1985,1
"1803","Zanthoxylum acuminatum",1990,1
"1804","Zanthoxylum acuminatum",1995,0
"1805","Zanthoxylum acuminatum",2000,0
"1806","Zanthoxylum acuminatum",2005,0
"1807","Zanthoxylum acuminatum",2010,0
"1808","Zanthoxylum acuminatum",2015,0
"1809","Zanthoxylum ekmanii",1982,7
"1810","Zanthoxylum ekmanii",1985,9
"1811","Zanthoxylum ekmanii",1990,13
"1812","Zanthoxylum ekmanii",1995,12
"1813","Zanthoxylum ekmanii",2000,11
"1814","Zanthoxylum ekmanii",2005,8
"1815","Zanthoxylum ekmanii",2010,7
"1816","Zanthoxylum ekmanii",2015,5
"1817","Zanthoxylum panamense",1982,10
"1818","Zanthoxylum panamense",1985,7
"1819","Zanthoxylum panamense",1990,5
"1820","Zanthoxylum panamense",1995,3
"1821","Zanthoxylum panamense",2000,5
"1822","Zanthoxylum panamense",2005,3
"1823","Zanthoxylum panamense",2010,1
"1824","Zanthoxylum panamense",2015,1
